datetime_raw,datetime,temp_c,do_percent_sat,depth,plot
09-06-2024 14:01:08,2024-06-09T19:00:00Z,29.779,102.591,5,Freshwater
09-06-2024 14:11:08,2024-06-09T19:10:00Z,27.137,101.999,5,Freshwater
09-06-2024 14:21:08,2024-06-09T19:20:00Z,25.709,12.645,5,Freshwater
09-06-2024 14:01:08,2024-06-09T19:00:00Z,29.772,103.312,15,Freshwater
09-06-2024 14:11:08,2024-06-09T19:10:00Z,27.136,102.208,15,Freshwater
09-06-2024 14:21:08,2024-06-09T19:20:00Z,25.714,85.269,15,Freshwater
09-06-2024 14:01:09,2024-06-09T19:00:00Z,29.779,102.95,30,Freshwater
09-06-2024 14:11:09,2024-06-09T19:10:00Z,27.138,100.789,30,Freshwater
09-06-2024 14:21:09,2024-06-09T19:20:00Z,25.702,143.248,30,Freshwater
09-06-2024 14:01:08,2024-06-09T19:00:00Z,29.772,102.556,50,Freshwater
09-06-2024 14:11:08,2024-06-09T19:10:00Z,27.136,99.936,50,Freshwater
09-06-2024 14:21:08,2024-06-09T19:20:00Z,25.714,100.877,50,Freshwater
09-06-2024 14:51:19,2024-06-09T19:50:00Z,20.133,21.831,5,Freshwater
09-06-2024 15:01:19,2024-06-09T20:00:00Z,20.151,0.769,5,Freshwater
09-06-2024 15:11:19,2024-06-09T20:10:00Z,20.171,-0.462,5,Freshwater
09-06-2024 15:21:19,2024-06-09T20:20:00Z,20.18,-0.485,5,Freshwater
09-06-2024 15:31:19,2024-06-09T20:30:00Z,20.189,-0.493,5,Freshwater
09-06-2024 15:41:19,2024-06-09T20:40:00Z,20.197,-0.497,5,Freshwater
09-06-2024 15:51:19,2024-06-09T20:50:00Z,20.206,-0.507,5,Freshwater
09-06-2024 16:01:19,2024-06-09T21:00:00Z,20.213,-0.521,5,Freshwater
09-06-2024 16:11:19,2024-06-09T21:10:00Z,20.215,-0.515,5,Freshwater
09-06-2024 16:21:19,2024-06-09T21:20:00Z,20.219,-0.525,5,Freshwater
09-06-2024 16:31:19,2024-06-09T21:30:00Z,20.224,-0.518,5,Freshwater
09-06-2024 14:51:19,2024-06-09T19:50:00Z,20.133,84.245,15,Freshwater
09-06-2024 15:01:19,2024-06-09T20:00:00Z,20.151,84.239,15,Freshwater
09-06-2024 15:11:19,2024-06-09T20:10:00Z,20.171,84.15,15,Freshwater
09-06-2024 15:21:19,2024-06-09T20:20:00Z,20.178,84.097,15,Freshwater
09-06-2024 15:31:19,2024-06-09T20:30:00Z,20.189,84.23,15,Freshwater
09-06-2024 15:41:19,2024-06-09T20:40:00Z,20.197,84.242,15,Freshwater
09-06-2024 15:51:19,2024-06-09T20:50:00Z,20.206,84.293,15,Freshwater
09-06-2024 16:01:19,2024-06-09T21:00:00Z,20.213,84.382,15,Freshwater
09-06-2024 16:11:19,2024-06-09T21:10:00Z,20.215,84.37,15,Freshwater
09-06-2024 16:21:19,2024-06-09T21:20:00Z,20.219,84.614,15,Freshwater
09-06-2024 16:31:19,2024-06-09T21:30:00Z,20.224,84.649,15,Freshwater
09-06-2024 14:51:19,2024-06-09T19:50:00Z,20.133,61.726,30,Freshwater
09-06-2024 15:01:19,2024-06-09T20:00:00Z,20.151,43.808,30,Freshwater
09-06-2024 15:11:19,2024-06-09T20:10:00Z,20.171,29.573,30,Freshwater
09-06-2024 15:21:19,2024-06-09T20:20:00Z,20.18,18.019,30,Freshwater
09-06-2024 15:31:19,2024-06-09T20:30:00Z,20.189,9.482,30,Freshwater
09-06-2024 15:41:19,2024-06-09T20:40:00Z,20.197,3.78,30,Freshwater
09-06-2024 15:51:19,2024-06-09T20:50:00Z,20.206,0.88,30,Freshwater
09-06-2024 16:01:19,2024-06-09T21:00:00Z,20.213,-0.061,30,Freshwater
09-06-2024 16:11:19,2024-06-09T21:10:00Z,20.215,-0.253,30,Freshwater
09-06-2024 16:21:19,2024-06-09T21:20:00Z,20.219,-0.317,30,Freshwater
09-06-2024 16:31:19,2024-06-09T21:30:00Z,20.224,-0.346,30,Freshwater
09-06-2024 14:51:19,2024-06-09T19:50:00Z,20.134,56.033,50,Freshwater
09-06-2024 15:01:19,2024-06-09T20:00:00Z,20.151,37.496,50,Freshwater
09-06-2024 15:11:19,2024-06-09T20:10:00Z,20.171,20.4,50,Freshwater
09-06-2024 15:21:19,2024-06-09T20:20:00Z,20.178,12.256,50,Freshwater
09-06-2024 15:31:19,2024-06-09T20:30:00Z,20.189,6.748,50,Freshwater
09-06-2024 15:41:19,2024-06-09T20:40:00Z,20.197,0.337,50,Freshwater
09-06-2024 15:51:19,2024-06-09T20:50:00Z,20.206,-0.311,50,Freshwater
09-06-2024 16:01:19,2024-06-09T21:00:00Z,20.213,-0.335,50,Freshwater
09-06-2024 16:11:19,2024-06-09T21:10:00Z,20.215,-0.348,50,Freshwater
09-06-2024 16:21:19,2024-06-09T21:20:00Z,20.219,-0.362,50,Freshwater
09-06-2024 16:31:19,2024-06-09T21:30:00Z,20.224,-0.372,50,Freshwater
09-06-2024 16:50:05,2024-06-09T21:50:00Z,20.224,48.516,5,Freshwater
09-06-2024 16:55:05,2024-06-09T21:55:00Z,20.226,15.076,5,Freshwater
09-06-2024 17:00:05,2024-06-09T22:00:00Z,20.228,1.171,5,Freshwater
09-06-2024 17:05:05,2024-06-09T22:05:00Z,20.23,-0.396,5,Freshwater
09-06-2024 17:10:05,2024-06-09T22:10:00Z,20.233,-0.459,5,Freshwater
09-06-2024 17:15:06,2024-06-09T22:15:00Z,20.232,-0.47,5,Freshwater
09-06-2024 17:20:06,2024-06-09T22:20:00Z,20.233,-0.478,5,Freshwater
09-06-2024 17:25:06,2024-06-09T22:25:00Z,20.23,-0.49,5,Freshwater
09-06-2024 17:30:06,2024-06-09T22:30:00Z,20.233,-0.5,5,Freshwater
09-06-2024 17:35:06,2024-06-09T22:35:00Z,20.231,-0.497,5,Freshwater
09-06-2024 17:40:06,2024-06-09T22:40:00Z,20.232,-0.512,5,Freshwater
09-06-2024 17:45:06,2024-06-09T22:45:00Z,20.229,-0.511,5,Freshwater
09-06-2024 17:50:06,2024-06-09T22:50:00Z,20.225,-0.506,5,Freshwater
09-06-2024 17:55:06,2024-06-09T22:55:00Z,20.224,-0.505,5,Freshwater
09-06-2024 18:00:06,2024-06-09T23:00:00Z,20.224,-0.514,5,Freshwater
09-06-2024 18:05:06,2024-06-09T23:05:00Z,20.217,-0.502,5,Freshwater
09-06-2024 18:10:06,2024-06-09T23:10:00Z,20.218,-0.508,5,Freshwater
09-06-2024 18:15:06,2024-06-09T23:15:00Z,20.213,-0.535,5,Freshwater
09-06-2024 18:20:06,2024-06-09T23:20:00Z,20.212,-0.515,5,Freshwater
09-06-2024 18:25:06,2024-06-09T23:25:00Z,20.211,-0.527,5,Freshwater
09-06-2024 18:30:06,2024-06-09T23:30:00Z,20.2,-0.528,5,Freshwater
09-06-2024 18:35:06,2024-06-09T23:35:00Z,20.199,-0.525,5,Freshwater
09-06-2024 18:40:06,2024-06-09T23:40:00Z,20.195,-0.534,5,Freshwater
09-06-2024 18:45:06,2024-06-09T23:45:00Z,20.195,-0.536,5,Freshwater
09-06-2024 18:50:06,2024-06-09T23:50:00Z,20.189,-0.509,5,Freshwater
09-06-2024 18:55:06,2024-06-09T23:55:00Z,20.183,-0.526,5,Freshwater
09-06-2024 19:00:06,2024-06-10T00:00:00Z,20.184,-0.534,5,Freshwater
09-06-2024 19:05:06,2024-06-10T00:05:00Z,20.182,-0.524,5,Freshwater
09-06-2024 19:10:06,2024-06-10T00:10:00Z,20.176,-0.538,5,Freshwater
09-06-2024 19:15:06,2024-06-10T00:15:00Z,20.17,-0.522,5,Freshwater
09-06-2024 19:20:06,2024-06-10T00:20:00Z,20.17,-0.525,5,Freshwater
09-06-2024 19:25:06,2024-06-10T00:25:00Z,20.162,-0.53,5,Freshwater
09-06-2024 19:30:06,2024-06-10T00:30:00Z,20.158,-0.53,5,Freshwater
09-06-2024 19:35:06,2024-06-10T00:35:00Z,20.155,-0.535,5,Freshwater
09-06-2024 19:40:06,2024-06-10T00:40:00Z,20.152,-0.535,5,Freshwater
09-06-2024 19:45:06,2024-06-10T00:45:00Z,20.151,-0.527,5,Freshwater
09-06-2024 19:50:06,2024-06-10T00:50:00Z,20.145,-0.527,5,Freshwater
09-06-2024 19:55:06,2024-06-10T00:55:00Z,20.138,-0.518,5,Freshwater
